ID	DOCULECT	CONCEPT	CONCEPTICON_ID	VALUE	SEGMENTS	STRUCTURE	PARTIAL_IDS	ALIGNMENT	PROSTRING
198	Zhoucheng	flower	239	xuɔ³⁵	x u ɔ ³⁵	i m n t	798	x u ɔ - ³⁵	i m n c t
4294	Jianchuan	fly (insect)	1504	sɯ̃²¹	s ɯ̃ ∼ ²¹	i n c t	742	s ɯ̃ ∼ ²¹	i n c t
4295	Eryuan	fly (insect)	1504	ʐɯ²¹	ʐ ɯ ²¹	i n t	742	ʐ ɯ - ²¹	i n c t
4296	Heqing	fly (insect)	1504	zɯ̃²¹	z ɯ̃ ∼ ²¹	i n c t	742	z ɯ̃ ∼ ²¹	i n c t
4297	Lanping	fly (insect)	1504	ʐɯ²¹	ʐ ɯ ²¹	i n t	742	ʐ ɯ - ²¹	i n c t
4298	Qiliqiao	fly (insect)	1504	sɯ²¹	s ɯ ²¹	i n t	742	s ɯ - ²¹	i n c t
4299	Yunlong	fly (insect)	1504	zɯ²¹	z ɯ ²¹	i n t	742	z ɯ - ²¹	i n c t
4300	Xiangyun	fly (insect)	1504	zɯ̃²¹	z ɯ̃ ∼ ²¹	i n c t	742	z ɯ̃ ∼ ²¹	i n c t
4301	Luobenzhuo	fly (insect)	1504	mõ⁵⁵ɲæ³¹	m õ ∼ ⁵⁵ + ɲ æ ³¹	i n c t + i n t	743 744	m õ ∼ ⁵⁵ + ɲ æ ³¹	i n c t + i n t
4302	Zhoucheng	fly (insect)	1504	zɯ²¹	z ɯ ²¹	i n t	742	z ɯ - ²¹	i n c t
307	Jianchuan	fog	249	mɯ²¹kõ⁴²	m ɯ ²¹ + k õ ∼ ⁴²	i n t + i n c t	567 568	m ɯ - ²¹ + k õ ∼ ⁴²	i n c t + i n c t
308	Eryuan	fog	249	pɯ³¹kɔ²¹	p ɯ ³¹ + k ɔ ²¹	i n t + i n t	569 568	p ɯ ³¹ + k ɔ - ²¹	i n t + i n c t
309	Heqing	fog	249	mɯ³¹kɔ̃⁴²	m ɯ ³¹ + k ɔ̃ ∼ ⁴²	i n t + i n c t	567 568	m ɯ - ³¹ + k ɔ̃ ∼ ⁴²	i n c t + i n c t
310	Lanping	fog	249	nɔ̃²¹kɔ̃²¹wɛ̃⁴²	n ɔ̃ ∼ ²¹ + k ɔ̃ ∼ ²¹ + w ɛ̃ ∼ ⁴²	i n c t + i n c t + i n c t	570 568 571	n ɔ̃ ∼ ²¹ + k ɔ̃ ∼ ²¹ + w ɛ̃ ∼ ⁴²	i n c t + i n c t + i n c t
311	Qiliqiao	fog	249	u⁵⁵lu⁵⁵	u ⁵⁵ + l u ⁵⁵	n t + i n t	572 569	u ⁵⁵ + l u ⁵⁵	n t + i n t
312	Yunlong	fog	249	mɯ³¹kao⁴²	m ɯ ³¹ + k a o ⁴²	i n t + i n c t	567 568	m ɯ - ³¹ + k a o ⁴²	i n c t + i n c t
313	Xiangyun	fog	249	mu³¹kã⁴²	m u ³¹ + k ã ∼ ⁴²	i n t + i n c t	567 568	m u - ³¹ + k ã ∼ ⁴²	i n c t + i n c t
314	Luobenzhuo	fog	249	mɯ̃³¹kao⁴²	m ɯ̃ ∼ ³¹ + k a o ⁴²	i n c t + i n c t	567 568	m ɯ̃ ∼ ³¹ + k a o ⁴²	i n c t + i n c t
315	Zhoucheng	fog	249	vɤ⁵⁵	v ɤ ⁵⁵	i n t	1587	v ɤ ⁵⁵	i n t
1378	Jianchuan	folk song	2059	kʰɤ⁴⁴	kʰ ɤ ⁴⁴	i n t	1078	kʰ - ɤ ⁴⁴	i m n t
1379	Eryuan	folk song	2059	kʰɤ⁴⁴	kʰ ɤ ⁴⁴	i n t	1078	kʰ - ɤ ⁴⁴	i m n t
1380	Heqing	folk song	2059	kuɔ⁴⁴	k u ɔ ⁴⁴	i m n t	1078	k u ɔ ⁴⁴	i m n t
1381	Lanping	folk song	2059	kʰuɔ⁴⁴	kʰ u ɔ ⁴⁴	i m n t	1078	kʰ u ɔ ⁴⁴	i m n t
1382	Qiliqiao	folk song	2059	tɕi³²tsʰɛ⁵⁵	tɕ i ³² + tsʰ ɛ ⁵⁵	i n t + i n t	1079 1080	tɕ i ³² + tsʰ ɛ ⁵⁵	i n t + i n t
1383	Yunlong	folk song	2059	kʰɤ⁴⁴	kʰ ɤ ⁴⁴	i n t	1078	kʰ - ɤ ⁴⁴	i m n t
1384	Xiangyun	folk song	2059	kʰɛ⁴⁴	kʰ ɛ ⁴⁴	i n t	1078	kʰ - ɛ ⁴⁴	i m n t
1385	Luobenzhuo	folk song	2059	pa⁵⁵ta⁵⁵kɔ³³ɴõ³¹	p a ⁵⁵ + t a ⁵⁵ + k ɔ ³³ + ɴ õ ∼ ³¹	i n t + i n t + i n t + i n c t	1081 1082 1078 1083	p a ⁵⁵ + t a ⁵⁵ + k - ɔ ³³ + ɴ õ ∼ ³¹	i n t + i n t + i m n t + i n c t
1386	Zhoucheng	folk song	2059	tɕi³²kʰɤ⁴⁴	tɕ i ³² + kʰ ɤ ⁴⁴	i n t + i n t	1079 1078	tɕ i ³² + kʰ - ɤ ⁴⁴	i n t + i m n t
433	Jianchuan	foot	1301	kou⁴⁴	k o u ⁴⁴	i n c t	172	k o u ⁴⁴	i n c t
434	Eryuan	foot	1301	ko⁴⁴	k o ⁴⁴	i n t	172	k o - ⁴⁴	i n c t
435	Heqing	foot	1301	kou⁴⁴	k o u ⁴⁴	i n c t	172	k o u ⁴⁴	i n c t
436	Lanping	foot	1301	kɔ⁵⁵	k ɔ ⁵⁵	i n t	172	k ɔ - ⁵⁵	i n c t
437	Qiliqiao	foot	1301	ko⁴⁴	k o ⁴⁴	i n t	172	k o - ⁴⁴	i n c t
438	Yunlong	foot	1301	ku³³	k u ³³	i n t	172	k u - ³³	i n c t
439	Xiangyun	foot	1301	kɔ⁴⁴	k ɔ ⁴⁴	i n t	172	k ɔ - ⁴⁴	i n c t
440	Luobenzhuo	foot	1301	qu⁵⁵	q u ⁵⁵	i n t	172	q u - ⁵⁵	i n c t
441	Zhoucheng	foot	1301	ko⁴⁴	k o ⁴⁴	i n t	172	k o - ⁴⁴	i n c t
2566	Jianchuan	forget	1523	pʰɛ̃³³mi³¹ɕi⁵⁵	pʰ ɛ̃ ∼ ³³ + m i ³¹ + ɕ i ⁵⁵	i n c t + i n t + i n t	1274 1275 1276	pʰ ɛ̃ ∼ ³³ + m i - ³¹ + ɕ i - ⁵⁵	i n c t + i n c t + i n c t
2567	Eryuan	forget	1523	pʰɛ³³mɛ³¹ɕi⁵⁵	pʰ ɛ ³³ + m ɛ ³¹ + ɕ i ⁵⁵	i n t + i n t + i n t	1274 1275 1276	pʰ ɛ - ³³ + m ɛ - ³¹ + ɕ i - ⁵⁵	i n c t + i n c t + i n c t
2568	Heqing	forget	1523	pʰɯ³³mu³³ɕi⁵⁵xɑ⁵⁵	pʰ ɯ ³³ + m u ³³ + ɕ i ⁵⁵ + x ɑ ⁵⁵	i n t + i n t + i n t + i n t	1274 1275 1276 1277	pʰ ɯ - ³³ + m u - ³³ + ɕ i - ⁵⁵ + x ɑ - ⁵⁵	i n c t + i n c t + i n c t + i n c t
2569	Lanping	forget	1523	pʰa⁴⁴mɛ³¹ɕi⁴⁴	pʰ a ⁴⁴ + m ɛ ³¹ + ɕ i ⁴⁴	i n t + i n t + i n t	1274 1275 1276	pʰ a - ⁴⁴ + m ɛ - ³¹ + ɕ i - ⁴⁴	i n c t + i n c t + i n c t
2570	Qiliqiao	forget	1523	pʰe⁴⁴mu³¹xɯ⁵⁵	pʰ e ⁴⁴ + m u ³¹ + x ɯ ⁵⁵	i n t + i n t + i n t	1274 1275 1277	pʰ e - ⁴⁴ + m u - ³¹ + x ɯ - ⁵⁵	i n c t + i n c t + i n c t
2571	Yunlong	forget	1523	pʰɛ³³mɛ³¹ɕi⁵⁵	pʰ ɛ ³³ + m ɛ ³¹ + ɕ i ⁵⁵	i n t + i n t + i n t	1274 1275 1276	pʰ ɛ - ³³ + m ɛ - ³¹ + ɕ i - ⁵⁵	i n c t + i n c t + i n c t
2572	Xiangyun	forget	1523	pʰĩ³³mou³¹xou⁵⁵	pʰ ĩ ∼ ³³ + m o u ³¹ + x o u ⁵⁵	i n c t + i n c t + i n c t	1274 1275 1277	pʰ ĩ ∼ ³³ + m o u ³¹ + x o u ⁵⁵	i n c t + i n c t + i n c t
2573	Luobenzhuo	forget	1523	qʰɔ̃³⁵mã³¹sẽ³³	qʰ ɔ̃ ∼ ³⁵ + m ã ∼ ³¹ + s ẽ ∼ ³³	i n c t + i n c t + i n c t	1588 1275 1276	qʰ ɔ̃ ∼ ³⁵ + m ã ∼ ³¹ + s ẽ ∼ ³³	i n c t + i n c t + i n c t
2574	Zhoucheng	forget	1523	pʰu³³me³¹xɯ⁵⁵	pʰ u ³³ + m e ³¹ + x ɯ ⁵⁵	i n t + i n t + i n t	1274 1275 1277	pʰ u - ³³ + m e - ³¹ + x ɯ - ⁵⁵	i n c t + i n c t + i n c t
3538	Jianchuan	four	1500	ɕi⁴⁴	ɕ i ⁴⁴	i n t	173	ɕ i ⁴⁴	i n t
3539	Eryuan	four	1500	ɕi⁴⁴	ɕ i ⁴⁴	i n t	173	ɕ i ⁴⁴	i n t
3540	Heqing	four	1500	ɕi⁴⁴	ɕ i ⁴⁴	i n t	173	ɕ i ⁴⁴	i n t
3541	Lanping	four	1500	ɕi⁴⁴	ɕ i ⁴⁴	i n t	173	ɕ i ⁴⁴	i n t
3542	Qiliqiao	four	1500	ɕi⁴⁴	ɕ i ⁴⁴	i n t	173	ɕ i ⁴⁴	i n t
3543	Yunlong	four	1500	ɕi⁴⁴	ɕ i ⁴⁴	i n t	173	ɕ i ⁴⁴	i n t
3544	Xiangyun	four	1500	ɕi⁴⁴	ɕ i ⁴⁴	i n t	173	ɕ i ⁴⁴	i n t
3545	Luobenzhuo	four	1500	si⁵⁵	s i ⁵⁵	i n t	173	s i ⁵⁵	i n t
3546	Zhoucheng	four	1500	ɕi⁴⁴	ɕ i ⁴⁴	i n t	173	ɕ i ⁴⁴	i n t
3421	Jianchuan	fragrant	376	ɕõ⁵⁵	ɕ õ ∼ ⁵⁵	i n c t	174	ɕ õ ∼ ⁵⁵	i n c t
3422	Eryuan	fragrant	376	ɕɔ³⁵	ɕ ɔ ³⁵	i n t	174	ɕ ɔ - ³⁵	i n c t
3423	Heqing	fragrant	376	ɕõu⁵⁵	ɕ õ ũ ⁵⁵	i n c t	174	ɕ õ ũ ⁵⁵	i n c t
3424	Lanping	fragrant	376	ɕo⁵⁵	ɕ o ⁵⁵	i n t	174	ɕ o - ⁵⁵	i n c t
3425	Qiliqiao	fragrant	376	ɕo³⁵	ɕ o ³⁵	i n t	174	ɕ o - ³⁵	i n c t
3426	Yunlong	fragrant	376	ɕɔ³⁵	ɕ ɔ ³⁵	i n t	174	ɕ ɔ - ³⁵	i n c t
3427	Xiangyun	fragrant	376	ɕã³⁵	ɕ ã ∼ ³⁵	i n c t	174	ɕ ã ∼ ³⁵	i n c t
3428	Luobenzhuo	fragrant	376	me³³	m e ³³	i n t	175	m e ³³	i n t
3429	Zhoucheng	fragrant	376	ɕo³⁵	ɕ o ³⁵	i n t	174	ɕ o - ³⁵	i n c t
4186	Jianchuan	frog	503	õ²¹mɛ⁵⁵	õ ∼ ²¹ + m ɛ ⁵⁵	n c t + i n t	176 177	- õ ∼ ²¹ + m ɛ ⁵⁵	i n c t + i n t
4187	Eryuan	frog	503	ɔ³¹mɛ³⁵	ɔ ³¹ + m ɛ ³⁵	n t + i n t	176 177	- ɔ - ³¹ + m ɛ ³⁵	i n c t + i n t
4188	Heqing	frog	503	u³¹mɛ³⁵	u ³¹ + m ɛ ³⁵	n t + i n t	176 177	- u - ³¹ + m ɛ ³⁵	i n c t + i n t
4189	Lanping	frog	503	tɕʰɛ⁴⁴ɔ̃²¹mɛ⁵⁵	tɕʰ ɛ ⁴⁴ + ɔ̃ ∼ ²¹ + m ɛ ⁵⁵	i n t + n c t + i n t	178 176 177	tɕʰ ɛ - ⁴⁴ + - ɔ̃ ∼ ²¹ + m ɛ ⁵⁵	i n c t + i n c t + i n t
4190	Qiliqiao	frog	503	o²¹mɛ³⁵	o ²¹ + m ɛ ³⁵	n t + i n t	176 177	- o - ²¹ + m ɛ ³⁵	i n c t + i n t
4191	Yunlong	frog	503	wu²¹tsua⁴²	w u ²¹ + ts u a ⁴²	i n t + i m n t	176 179	w u - ²¹ + ts u a ⁴²	i n c t + i m n t
4192	Xiangyun	frog	503	tɕʰɛ̃²¹mɛ²¹mɛ³⁵tsɿ³³	tɕʰ ɛ̃ ∼ ²¹ + m ɛ ²¹ + m ɛ ³⁵ + ts ɿ ³³	i n c t + i n t + i n t + i n t	178 177 177 180	tɕʰ ɛ̃ ∼ ²¹ + m ɛ ²¹ + 0 + ts ɿ ³³	i n c t + i n t + 0 + i n t
4193	Luobenzhuo	frog	503	a⁴²ʔõ⁴⁴	a ⁴² + ʔ õ ∼ ⁴⁴	n t + i n c t	176 181	- a - ⁴² + ʔ õ ∼ ⁴⁴	i n c t + i n c t
4194	Zhoucheng	frog	503	ɔ²¹tsa⁴⁴mɔ³³	ɔ ²¹ + ts a ⁴⁴ + m ɔ ³³	n t + i n t + i n t	176 1589 177	- ɔ - ²¹ + ts a ⁴⁴ + m ɔ ³³	i n c t + i n t + i n t
208	Jianchuan	frost	2034	sõ⁵⁵	s õ ∼ ⁵⁵	i n c t	182	s õ ∼ ⁵⁵	i n c t
209	Eryuan	frost	2034	ʂɔ⁵⁵	ʂ ɔ ⁵⁵	i n t	182	ʂ ɔ - ⁵⁵	i n c t
210	Heqing	frost	2034	sʰɔu⁵⁵	sʰ ɔ u ⁵⁵	i n c t	182	sʰ ɔ u ⁵⁵	i n c t
211	Lanping	frost	2034	sõ⁵⁵	s õ ∼ ⁵⁵	i n c t	182	s õ ∼ ⁵⁵	i n c t
212	Qiliqiao	frost	2034	so⁵⁵	s o ⁵⁵	i n t	182	s o - ⁵⁵	i n c t
213	Yunlong	frost	2034	so³³	s o ³³	i n t	182	s o - ³³	i n c t
214	Xiangyun	frost	2034	sou⁵⁵	s o u ⁵⁵	i n c t	182	s o u ⁵⁵	i n c t
215	Luobenzhuo	frost	2034	ɕõ³³	ɕ õ ∼ ³³	i n c t	182	ɕ õ ∼ ³³	i n c t
216	Zhoucheng	frost	2034	so⁵⁵	s o ⁵⁵	i n t	182	s o - ⁵⁵	i n c t
199	Jianchuan	fruit	1507	kou³³	k o u ³³	i n c t	799	k - o u ³³	i m n c t
200	Eryuan	fruit	1507	kʰɔ³³	kʰ ɔ ³³	i n t	799	kʰ - ɔ - ³³	i m n c t
201	Heqing	fruit	1507	kʰuɔ³³	kʰ u ɔ ³³	i m n t	799	kʰ u ɔ - ³³	i m n c t
202	Lanping	fruit	1507	kʰu³³	kʰ u ³³	i n t	799	kʰ - u - ³³	i m n c t
203	Qiliqiao	fruit	1507	kʰuɔ³³	kʰ u ɔ ³³	i m n t	799	kʰ u ɔ - ³³	i m n c t
204	Yunlong	fruit	1507	kʰao³³	kʰ a o ³³	i n c t	799	kʰ - a o ³³	i m n c t
205	Xiangyun	fruit	1507	kʰo³³	kʰ o ³³	i n t	799	kʰ - o - ³³	i m n c t
206	Luobenzhuo	fruit	1507	bo⁵⁵qʰao³³	b o ⁵⁵ + qʰ a o ³³	i n t + i n c t	800 799	b o ⁵⁵ + qʰ - a o ³³	i n t + i m n c t
207	Zhoucheng	fruit	1507	kʰuɔ³³	kʰ u ɔ ³³	i m n t	799	kʰ u ɔ - ³³	i m n c t
3133	Jianchuan	full	1429	ma³³	m a ³³	i n t	1368	m - a - ³³	i m n c t
3134	Eryuan	full	1429	ma³³	m a ³³	i n t	1368	m - a - ³³	i m n c t
3135	Heqing	full	1429	ma³³	m a ³³	i n t	1368	m - a - ³³	i m n c t
3136	Lanping	full	1429	ma³³	m a ³³	i n t	1368	m - a - ³³	i m n c t
3137	Qiliqiao	full	1429	ma²¹	m a ²¹	i n t	1368	m - a - ²¹	i m n c t
3138	Yunlong	full	1429	ma³³	m a ³³	i n t	1368	m - a - ³³	i m n c t
3139	Xiangyun	full	1429	ma³³	m a ³³	i n t	1368	m - a - ³³	i m n c t
3140	Luobenzhuo	full	1429	mĩɛ̃³³	m i ɛ̃ ∼ ³³	i m n c t	1368	m i ɛ̃ ∼ ³³	i m n c t
3141	Zhoucheng	full	1429	ma³³	m a ³³	i n t	1368	m - a - ³³	i m n c t
1468	Jianchuan	ghost	1175	kɤ³³	k ɤ ³³	i n t	183	k - ɤ ³³	i m n t
1469	Eryuan	ghost	1175	kɤ³³	k ɤ ³³	i n t	183	k - ɤ ³³	i m n t
1470	Heqing	ghost	1175	kuɔ³³	k u ɔ ³³	i m n t	183	k u ɔ ³³	i m n t
1471	Lanping	ghost	1175	kuɛ³³	k u ɛ ³³	i m n t	183	k u ɛ ³³	i m n t
1472	Qiliqiao	ghost	1175	kɤ³³	k ɤ ³³	i n t	183	k - ɤ ³³	i m n t
1473	Yunlong	ghost	1175	kɤ³³	k ɤ ³³	i n t	183	k - ɤ ³³	i m n t
1474	Xiangyun	ghost	1175	kɯ³³	k ɯ ³³	i n t	183	k - ɯ ³³	i m n t
1475	Luobenzhuo	ghost	1175	tɕɯ³³	tɕ ɯ ³³	i n t	184	tɕ ɯ ³³	i n t
1476	Zhoucheng	ghost	1175	kɤ³³	k ɤ ³³	i n t	183	k - ɤ ³³	i m n t
2764	Jianchuan	give birth	1195	tɕi⁴²xɛ⁵⁵	tɕ i ⁴² + x ɛ ⁵⁵	i n t + i n t	1332 1333	tɕ i ⁴² + x ɛ ⁵⁵	i n t + i n t
2765	Eryuan	give birth	1195	tɕi⁴²xɛ⁵⁵	tɕ i ⁴² + x ɛ ⁵⁵	i n t + i n t	1332 1333	tɕ i ⁴² + x ɛ ⁵⁵	i n t + i n t
2766	Heqing	give birth	1195	tsʰɛ̃³³	tsʰ ɛ̃ ∼ ³³	i n c t	1334	tsʰ ɛ̃ ∼ ³³	i n c t
2767	Lanping	give birth	1195	ku³¹xue⁴⁴mɯ⁵⁵/tɕĩ⁴²xɛ̃⁵⁵	k u ³¹ + x u e ⁴⁴ + m ɯ ⁵⁵	i n t + i m n t + i n t	1335 1336 1337	k u ³¹ + x u e ⁴⁴ + m ɯ ⁵⁵	i n t + i m n t + i n t
2768	Qiliqiao	give birth	1195	tɕi³²xɛ⁵⁵	tɕ i ³² + x ɛ ⁵⁵	i n t + i n t	1332 1333	tɕ i ³² + x ɛ ⁵⁵	i n t + i n t
2769	Yunlong	give birth	1195	tɕi⁴²xɛ⁵⁵	tɕ i ⁴² + x ɛ ⁵⁵	i n t + i n t	1332 1333	tɕ i ⁴² + x ɛ ⁵⁵	i n t + i n t
2770	Xiangyun	give birth	1195	sɯ̃³⁵	s ɯ̃ ∼ ³⁵	i n c t	1338	s ɯ̃ ∼ ³⁵	i n c t
2771	Luobenzhuo	give birth	1195	ɕõ³¹	ɕ õ ∼ ³¹	i n c t	1338	ɕ õ ∼ ³¹	i n c t
2772	Zhoucheng	give birth	1195	xa⁵⁵	x a ⁵⁵	i n t	1333	x a ⁵⁵	i n t
2647	Jianchuan	go	695	ŋɛ²¹	ŋ ɛ ²¹	i n t	1292	ŋ ɛ ²¹	i n t
2648	Eryuan	go	695	pe⁴⁴tsɿ²¹	p e ⁴⁴ + ts ɿ ²¹	i n t + i n t	1293 1294	p e ⁴⁴ + ts ɿ ²¹	i n t + i n t
2649	Heqing	go	695	ŋɛ²¹	ŋ ɛ ²¹	i n t	1292	ŋ ɛ ²¹	i n t
2650	Lanping	go	695	ŋɛ²¹	ŋ ɛ ²¹	i n t	1292	ŋ ɛ ²¹	i n t
2651	Qiliqiao	go	695	pe⁴⁴ŋɛ²¹	p e ⁴⁴ + ŋ ɛ ²¹	i n t + i n t	1293 1295	p e ⁴⁴ + ŋ - ɛ ²¹	i n t + i m n t
2652	Yunlong	go	695	su³³	s u ³³	i n t	1296	s u ³³	i n t
2653	Xiangyun	go	695	niɛ²¹	n i ɛ ²¹	i m n t	1295	n i ɛ ²¹	i m n t
2654	Luobenzhuo	go	695	ja⁴⁴	j a ⁴⁴	i n t	1295	j - a ⁴⁴	i m n t
2655	Zhoucheng	go	695	pe⁴⁴ŋɛ²¹	p e ⁴⁴ + ŋ ɛ ²¹	i n t + i n t	1293 1292	p e ⁴⁴ + ŋ ɛ ²¹	i n t + i n t
2710	Jianchuan	go in	749	ɣɯ³⁵jĩ⁴⁴	ɣ ɯ ³⁵ + j ĩ ∼ ⁴⁴	i n t + i n c t	1305 1306	ɣ ɯ ³⁵ + j ĩ ∼ ⁴⁴	i n t + i n c t
2711	Eryuan	go in	749	ɲi⁴⁴	ɲ i ⁴⁴	i n t	1306	ɲ i - ⁴⁴	i n c t
2712	Heqing	go in	749	pe⁴⁴jĩ⁴⁴	p e ⁴⁴ + j ĩ ∼ ⁴⁴	i n t + i n c t	1307 1306	p e - ⁴⁴ + j ĩ ∼ ⁴⁴	i n c t + i n c t
2713	Lanping	go in	749	pẽ⁴⁴jĩ⁴⁴	p ẽ ∼ ⁴⁴ + j ĩ ∼ ⁴⁴	i n c t + i n c t	1307 1306	p ẽ ∼ ⁴⁴ + j ĩ ∼ ⁴⁴	i n c t + i n c t
2714	Qiliqiao	go in	749	pe⁴⁴ɲi⁴⁴	p e ⁴⁴ + ɲ i ⁴⁴	i n t + i n t	1307 1306	p e - ⁴⁴ + ɲ i - ⁴⁴	i n c t + i n c t
2715	Yunlong	go in	749	ɲi⁴⁴	ɲ i ⁴⁴	i n t	1306	ɲ i - ⁴⁴	i n c t
2716	Xiangyun	go in	749	ni⁴²	n i ⁴²	i n t	1306	n i - ⁴²	i n c t
2717	Luobenzhuo	go in	749	ma⁵⁵ni⁵⁵	m a ⁵⁵ + n i ⁵⁵	i n t + i n t	1308 1306	m a ⁵⁵ + n i - ⁵⁵	i n t + i n c t
2718	Zhoucheng	go in	749	pe⁴⁴ɲi⁴⁴	p e ⁴⁴ + ɲ i ⁴⁴	i n t + i n t	1307 1306	p e - ⁴⁴ + ɲ i - ⁴⁴	i n c t + i n c t
2692	Jianchuan	go out	1107	ŋɛ²¹tɕʰi⁴⁴	ŋ ɛ ²¹ + tɕʰ i ⁴⁴	i n t + i n t	1300 1301	ŋ ɛ ²¹ + tɕʰ i ⁴⁴	i n t + i n t
2693	Eryuan	go out	1107	ʂɤ³³	ʂ ɤ ³³	i n t	1302	ʂ ɤ ³³	i n t
2694	Heqing	go out	1107	pe⁴⁴tɕʰi⁴⁴	p e ⁴⁴ + tɕʰ i ⁴⁴	i n t + i n t	1303 1301	p e - ⁴⁴ + tɕʰ i ⁴⁴	i n c t + i n t
2695	Lanping	go out	1107	pẽ⁴⁴tɕʰi⁴⁴	p ẽ ∼ ⁴⁴ + tɕʰ i ⁴⁴	i n c t + i n t	1303 1301	p ẽ ∼ ⁴⁴ + tɕʰ i ⁴⁴	i n c t + i n t
2696	Qiliqiao	go out	1107	pe⁴⁴tɕʰi⁴⁴	p e ⁴⁴ + tɕʰ i ⁴⁴	i n t + i n t	1303 1301	p e - ⁴⁴ + tɕʰ i ⁴⁴	i n c t + i n t
2697	Yunlong	go out	1107	pe⁴⁴tɕʰi³³	p e ⁴⁴ + tɕʰ i ³³	i n t + i n t	1303 1301	p e - ⁴⁴ + tɕʰ i ³³	i n c t + i n t
2698	Xiangyun	go out	1107	tɕʰɛ⁴²	tɕʰ ɛ ⁴²	i n t	1301	tɕʰ ɛ ⁴²	i n t
2699	Luobenzhuo	go out	1107	ma⁵⁵tʂʰɛ⁵⁵	m a ⁵⁵ + tʂʰ ɛ ⁵⁵	i n t + i n t	1304 1301	m a ⁵⁵ + tʂʰ ɛ ⁵⁵	i n t + i n t
2700	Zhoucheng	go out	1107	pe⁴⁴ɕi⁴⁴	p e ⁴⁴ + ɕ i ⁴⁴	i n t + i n t	1303 1590	p e - ⁴⁴ + ɕ i ⁴⁴	i n c t + i n t
3169	Jianchuan	good	1035	tɕʰõ⁵⁵/ɕo³¹/xu³³	tɕʰ õ ∼ ⁵⁵	i n c t	188	tɕʰ õ ∼ ⁵⁵	i n c t
3170	Eryuan	good	1035	fe³⁵	f e ³⁵	i n t	190	f e ³⁵	i n t
3171	Heqing	good	1035	xu³³	x u ³³	i n t	189	x u - ³³	i n c t
3172	Lanping	good	1035	ɕo⁴²/xu³³	ɕ o ⁴²	i n t	191	ɕ o ⁴²	i n t
3173	Qiliqiao	good	1035	xu³³	x u ³³	i n t	189	x u - ³³	i n c t
3174	Yunlong	good	1035	xu³³	x u ³³	i n t	189	x u - ³³	i n c t
3175	Xiangyun	good	1035	xu³³	x u ³³	i n t	189	x u - ³³	i n c t
3176	Luobenzhuo	good	1035	xɯ̃³³/ɴ̣³³	x ɯ̃ ∼ ³³	i n c t	189	x ɯ̃ ∼ ³³	i n c t
3177	Zhoucheng	good	1035	fe³⁵	f e ³⁵	i n t	190	f e ³⁵	i n t
613	Jianchuan	grandfather	1383	a³¹ji⁴²	a ³¹ + j i ⁴²	n t + i n t	889 890	a ³¹ + j i ⁴²	n t + i n t
614	Eryuan	grandfather	1383	a⁵⁵lɔ²¹	a ⁵⁵ + l ɔ ²¹	n t + i n t	889 891	a ⁵⁵ + l ɔ ²¹	n t + i n t
615	Heqing	grandfather	1383	a⁵⁵pɔu⁵⁵	a ⁵⁵ + p ɔ u ⁵⁵	n t + i n c t	889 892	a ⁵⁵ + p ɔ u ⁵⁵	n t + i n c t
616	Lanping	grandfather	1383	a⁴⁴jɛ⁴²	a ⁴⁴ + j ɛ ⁴²	n t + i n t	889 890	a ⁴⁴ + j ɛ ⁴²	n t + i n t
617	Qiliqiao	grandfather	1383	a³¹lɔ³¹	a ³¹ + l ɔ ³¹	n t + i n t	889 891	a ³¹ + l ɔ ³¹	n t + i n t
618	Yunlong	grandfather	1383	a⁴⁴wɔ⁴²	a ⁴⁴ + w ɔ ⁴²	n t + i n t	889 893	a ⁴⁴ + w ɔ ⁴²	n t + i n t
619	Xiangyun	grandfather	1383	a³¹pɔ³⁵	a ³¹ + p ɔ ³⁵	n t + i n t	889 892	a ³¹ + p ɔ - ³⁵	n t + i n c t
620	Luobenzhuo	grandfather	1383	a⁵⁵pɤ⁵⁵	a ⁵⁵ + p ɤ ⁵⁵	n t + i n t	889 892	a ⁵⁵ + p ɤ - ⁵⁵	n t + i n c t
621	Zhoucheng	grandfather	1383	a³¹lɔ³¹	a ³¹ + l ɔ ³¹	n t + i n t	889 891	a ³¹ + l ɔ ³¹	n t + i n t
622	Jianchuan	grandmother	1496	a³¹ne⁴⁴	a ³¹ + n e ⁴⁴	n t + i n t	894 895	a ³¹ + n e - ⁴⁴	n t + i n c t
623	Eryuan	grandmother	1496	a⁵⁵ne⁴⁴	a ⁵⁵ + n e ⁴⁴	n t + i n t	894 895	a ⁵⁵ + n e - ⁴⁴	n t + i n c t
624	Heqing	grandmother	1496	ne⁴⁴	n e ⁴⁴	i n t	895	n e - ⁴⁴	i n c t
625	Lanping	grandmother	1496	a⁴⁴nɛ⁴⁴	a ⁴⁴ + n ɛ ⁴⁴	n t + i n t	894 895	a ⁴⁴ + n ɛ - ⁴⁴	n t + i n c t
626	Qiliqiao	grandmother	1496	a³¹ne⁴⁴	a ³¹ + n e ⁴⁴	n t + i n t	894 895	a ³¹ + n e - ⁴⁴	n t + i n c t
627	Yunlong	grandmother	1496	a⁵⁵nai³³	a ⁵⁵ + n a i ³³	n t + i n c t	894 895	a ⁵⁵ + n a i ³³	n t + i n c t
628	Xiangyun	grandmother	1496	a³¹ne⁴⁴	a ³¹ + n e ⁴⁴	n t + i n t	894 895	a ³¹ + n e - ⁴⁴	n t + i n c t
